"id","event","event_date","data_name","data_value"
"23252","clientLogIn","2020-08-12T07:39:44Z","clientId","p4"
"23252","clientLogIn","2020-08-12T07:39:44Z","referer","http://yanzuxu.nat300.top/game/193/816/p4/connected"
"23252","clientLogIn","2020-08-12T07:39:44Z","connection","keep-alive"
"23252","clientLogIn","2020-08-12T07:39:44Z","acceptLanguage","zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7"
"23252","clientLogIn","2020-08-12T07:39:44Z","acceptEncoding","gzip, deflate"
"23252","clientLogIn","2020-08-12T07:39:44Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
"23252","clientLogIn","2020-08-12T07:39:44Z","host","yanzuxu.nat300.top"
"23252","clientLogIn","2020-08-12T07:39:44Z","ipAddress","192.168.31.144"
"23252","clientLogIn","2020-08-12T07:39:44Z","requestURI","/game/193/816/p4/state"
"23253","StartedTutorial","2020-08-12T07:39:45Z","pid","p4"
"23254","clientLogIn","2020-08-12T07:39:48Z","clientId","p2"
"23254","clientLogIn","2020-08-12T07:39:48Z","referer","http://yanzuxu.nat300.top/game/193/816/p2/connected"
"23254","clientLogIn","2020-08-12T07:39:48Z","connection","keep-alive"
"23254","clientLogIn","2020-08-12T07:39:48Z","acceptLanguage","zh-TW,zh;q=0.9,en-US;q=0.8,en;q=0.7,zh-CN;q=0.6"
"23254","clientLogIn","2020-08-12T07:39:48Z","acceptEncoding","gzip, deflate"
"23254","clientLogIn","2020-08-12T07:39:48Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36"
"23254","clientLogIn","2020-08-12T07:39:48Z","host","yanzuxu.nat300.top"
"23254","clientLogIn","2020-08-12T07:39:48Z","ipAddress","192.168.31.144"
"23254","clientLogIn","2020-08-12T07:39:48Z","requestURI","/game/193/816/p2/state"
"23255","StartedTutorial","2020-08-12T07:39:49Z","pid","p2"
"23256","clientLogIn","2020-08-12T07:39:52Z","clientId","p1"
"23256","clientLogIn","2020-08-12T07:39:52Z","referer","http://yanzuxu.nat300.top/game/193/816/p1/connected"
"23256","clientLogIn","2020-08-12T07:39:52Z","connection","keep-alive"
"23256","clientLogIn","2020-08-12T07:39:52Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8,en-US;q=0.7"
"23256","clientLogIn","2020-08-12T07:39:52Z","acceptEncoding","gzip, deflate"
"23256","clientLogIn","2020-08-12T07:39:52Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36"
"23256","clientLogIn","2020-08-12T07:39:52Z","host","yanzuxu.nat300.top"
"23256","clientLogIn","2020-08-12T07:39:52Z","ipAddress","192.168.31.144"
"23256","clientLogIn","2020-08-12T07:39:52Z","requestURI","/game/193/816/p1/state"
"23257","StartedTutorial","2020-08-12T07:39:53Z","pid","p1"
"23258","clientLogIn","2020-08-12T07:39:55Z","clientId","p6"
"23258","clientLogIn","2020-08-12T07:39:55Z","referer","http://yanzuxu.nat300.top/game/193/816/p6/connected"
"23258","clientLogIn","2020-08-12T07:39:55Z","connection","keep-alive"
"23258","clientLogIn","2020-08-12T07:39:55Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8"
"23258","clientLogIn","2020-08-12T07:39:55Z","acceptEncoding","gzip, deflate"
"23258","clientLogIn","2020-08-12T07:39:55Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"23258","clientLogIn","2020-08-12T07:39:55Z","host","yanzuxu.nat300.top"
"23258","clientLogIn","2020-08-12T07:39:55Z","ipAddress","192.168.31.144"
"23258","clientLogIn","2020-08-12T07:39:55Z","requestURI","/game/193/816/p6/state"
"23259","practice_distributeBW","2020-08-12T07:39:56Z","pid","p4"
"23259","practice_distributeBW","2020-08-12T07:39:56Z","pround","0"
"23259","practice_distributeBW","2020-08-12T07:39:56Z","p4_2","2"
"23259","practice_distributeBW","2020-08-12T07:39:56Z","p4_1","2"
"23259","practice_distributeBW","2020-08-12T07:39:56Z","p4_3","2"
"23260","StartedTutorial","2020-08-12T07:39:56Z","pid","p6"
"23265","practice_distributeBW","2020-08-12T07:39:59Z","pid","p2"
"23265","practice_distributeBW","2020-08-12T07:39:59Z","pround","0"
"23265","practice_distributeBW","2020-08-12T07:39:59Z","p2_3","1"
"23265","practice_distributeBW","2020-08-12T07:39:59Z","p2_2","1"
"23265","practice_distributeBW","2020-08-12T07:39:59Z","p2_1","1"
"23266","practice_distributeBW","2020-08-12T07:40:04Z","pround","1"
"23266","practice_distributeBW","2020-08-12T07:40:04Z","p4_2","2"
"23266","practice_distributeBW","2020-08-12T07:40:04Z","p4_1","2"
"23266","practice_distributeBW","2020-08-12T07:40:04Z","p4_3","2"
"23266","practice_distributeBW","2020-08-12T07:40:04Z","pid","p4"
"23267","clientLogIn","2020-08-12T07:40:05Z","clientId","p3"
"23267","clientLogIn","2020-08-12T07:40:05Z","referer","http://yanzuxu.nat300.top/game/193/816/p3/connected"
"23267","clientLogIn","2020-08-12T07:40:05Z","connection","keep-alive"
"23267","clientLogIn","2020-08-12T07:40:05Z","acceptLanguage","zh-CN,zh;q=0.9"
"23267","clientLogIn","2020-08-12T07:40:05Z","acceptEncoding","gzip, deflate"
"23267","clientLogIn","2020-08-12T07:40:05Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"23267","clientLogIn","2020-08-12T07:40:05Z","host","yanzuxu.nat300.top"
"23267","clientLogIn","2020-08-12T07:40:05Z","ipAddress","192.168.31.144"
"23267","clientLogIn","2020-08-12T07:40:05Z","requestURI","/game/193/816/p3/state"
"23268","practice_distributeBW","2020-08-12T07:40:06Z","pid","p2"
"23268","practice_distributeBW","2020-08-12T07:40:06Z","pround","1"
"23268","practice_distributeBW","2020-08-12T07:40:06Z","p2_3","1"
"23268","practice_distributeBW","2020-08-12T07:40:06Z","p2_2","1"
"23268","practice_distributeBW","2020-08-12T07:40:06Z","p2_1","1"
"23269","StartedTutorial","2020-08-12T07:40:07Z","pid","p3"
"23270","practice_distributeBW","2020-08-12T07:40:10Z","pid","p6"
"23270","practice_distributeBW","2020-08-12T07:40:10Z","pround","0"
"23270","practice_distributeBW","2020-08-12T07:40:10Z","p6_3","5"
"23270","practice_distributeBW","2020-08-12T07:40:10Z","p6_2","5"
"23270","practice_distributeBW","2020-08-12T07:40:10Z","p6_1","5"
"23271","Test1","2020-08-12T07:40:14Z","pid","p4"
"23271","Test1","2020-08-12T07:40:14Z","passed","true"
"23271","Test1","2020-08-12T07:40:14Z","answer","Total Internet (Mbps) you have received."
"23272","Test1","2020-08-12T07:40:17Z","pid","p2"
"23272","Test1","2020-08-12T07:40:17Z","passed","true"
"23272","Test1","2020-08-12T07:40:17Z","answer","Total Internet (Mbps) you have received."
"23273","Test2","2020-08-12T07:40:17Z","pid","p4"
"23273","Test2","2020-08-12T07:40:17Z","passed","true"
"23273","Test2","2020-08-12T07:40:17Z","answer","You have to make the sharing decision within 90 seconds."
"23274","Test3","2020-08-12T07:40:20Z","pid","p4"
"23274","Test3","2020-08-12T07:40:20Z","passed","true"
"23274","Test3","2020-08-12T07:40:20Z","answer","Player 'E' is one of players with whom you can share your Internet."
"23275","PlayerWaiting","2020-08-12T07:40:20Z","pid","p4"
"23276","Test2","2020-08-12T07:40:21Z","pid","p2"
