"id","event","event_date","data_name","data_value"
"19607","clientLogIn","2020-08-12T04:50:00Z","clientId","p4"
"19607","clientLogIn","2020-08-12T04:50:00Z","referer","http://yanzuxu.nat300.top/game/193/764/p4/connected"
"19607","clientLogIn","2020-08-12T04:50:00Z","connection","keep-alive"
"19607","clientLogIn","2020-08-12T04:50:00Z","acceptLanguage","zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7"
"19607","clientLogIn","2020-08-12T04:50:00Z","acceptEncoding","gzip, deflate"
"19607","clientLogIn","2020-08-12T04:50:00Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
"19607","clientLogIn","2020-08-12T04:50:00Z","host","yanzuxu.nat300.top"
"19607","clientLogIn","2020-08-12T04:50:00Z","ipAddress","192.168.31.144"
"19607","clientLogIn","2020-08-12T04:50:00Z","requestURI","/game/193/764/p4/state"
"19608","clientLogIn","2020-08-12T04:50:01Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8,en-US;q=0.7"
"19608","clientLogIn","2020-08-12T04:50:01Z","acceptEncoding","gzip, deflate"
"19608","clientLogIn","2020-08-12T04:50:01Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36"
"19608","clientLogIn","2020-08-12T04:50:01Z","host","yanzuxu.nat300.top"
"19608","clientLogIn","2020-08-12T04:50:01Z","ipAddress","192.168.31.144"
"19608","clientLogIn","2020-08-12T04:50:01Z","requestURI","/game/193/764/p1/state"
"19608","clientLogIn","2020-08-12T04:50:01Z","clientId","p1"
"19608","clientLogIn","2020-08-12T04:50:01Z","referer","http://yanzuxu.nat300.top/game/193/764/p1/connected"
"19608","clientLogIn","2020-08-12T04:50:01Z","connection","keep-alive"
"19609","StartedTutorial","2020-08-12T04:50:01Z","pid","p4"
"19610","clientLogIn","2020-08-12T04:50:02Z","clientId","p2"
"19610","clientLogIn","2020-08-12T04:50:02Z","referer","http://yanzuxu.nat300.top/game/193/764/p2/connected"
"19610","clientLogIn","2020-08-12T04:50:02Z","connection","keep-alive"
"19610","clientLogIn","2020-08-12T04:50:02Z","acceptLanguage","zh-TW,zh;q=0.9,en-US;q=0.8,en;q=0.7,zh-CN;q=0.6"
"19610","clientLogIn","2020-08-12T04:50:02Z","acceptEncoding","gzip, deflate"
"19610","clientLogIn","2020-08-12T04:50:02Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36"
"19610","clientLogIn","2020-08-12T04:50:02Z","host","yanzuxu.nat300.top"
"19610","clientLogIn","2020-08-12T04:50:02Z","ipAddress","192.168.31.144"
"19610","clientLogIn","2020-08-12T04:50:02Z","requestURI","/game/193/764/p2/state"
"19611","clientLogIn","2020-08-12T04:50:02Z","clientId","p3"
"19611","clientLogIn","2020-08-12T04:50:02Z","referer","http://yanzuxu.nat300.top/game/193/764/p3/connected"
"19611","clientLogIn","2020-08-12T04:50:02Z","connection","keep-alive"
"19611","clientLogIn","2020-08-12T04:50:02Z","acceptLanguage","zh-CN,zh;q=0.9"
"19611","clientLogIn","2020-08-12T04:50:02Z","acceptEncoding","gzip, deflate"
"19611","clientLogIn","2020-08-12T04:50:02Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"19611","clientLogIn","2020-08-12T04:50:02Z","host","yanzuxu.nat300.top"
"19611","clientLogIn","2020-08-12T04:50:02Z","ipAddress","192.168.31.144"
"19611","clientLogIn","2020-08-12T04:50:02Z","requestURI","/game/193/764/p3/state"
"19612","StartedTutorial","2020-08-12T04:50:03Z","pid","p2"
"19613","StartedTutorial","2020-08-12T04:50:03Z","pid","p3"
"19614","StartedTutorial","2020-08-12T04:50:04Z","pid","p1"
"19615","practice_distributeBW","2020-08-12T04:50:09Z","pid","p4"
"19615","practice_distributeBW","2020-08-12T04:50:09Z","pround","0"
"19615","practice_distributeBW","2020-08-12T04:50:09Z","p4_2","1"
"19615","practice_distributeBW","2020-08-12T04:50:09Z","p4_1","1"
"19615","practice_distributeBW","2020-08-12T04:50:09Z","p4_3","1"
"19616","clientLogIn","2020-08-12T04:50:09Z","clientId","p6"
"19616","clientLogIn","2020-08-12T04:50:09Z","referer","http://yanzuxu.nat300.top/game/193/764/p6/connected"
"19616","clientLogIn","2020-08-12T04:50:09Z","connection","keep-alive"
"19616","clientLogIn","2020-08-12T04:50:09Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8"
"19616","clientLogIn","2020-08-12T04:50:09Z","acceptEncoding","gzip, deflate"
"19616","clientLogIn","2020-08-12T04:50:09Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"19616","clientLogIn","2020-08-12T04:50:09Z","host","yanzuxu.nat300.top"
"19616","clientLogIn","2020-08-12T04:50:09Z","ipAddress","192.168.31.144"
"19616","clientLogIn","2020-08-12T04:50:09Z","requestURI","/game/193/764/p6/state"
"19621","practice_distributeBW","2020-08-12T04:50:14Z","pid","p2"
"19621","practice_distributeBW","2020-08-12T04:50:14Z","pround","0"
"19621","practice_distributeBW","2020-08-12T04:50:14Z","p2_3","1"
"19621","practice_distributeBW","2020-08-12T04:50:14Z","p2_2","1"
"19621","practice_distributeBW","2020-08-12T04:50:14Z","p2_1","1"
"19622","StartedTutorial","2020-08-12T04:50:16Z","pid","p6"
"19623","practice_distributeBW","2020-08-12T04:50:17Z","pid","p4"
"19623","practice_distributeBW","2020-08-12T04:50:17Z","pround","1"
"19623","practice_distributeBW","2020-08-12T04:50:17Z","p4_2","1"
"19623","practice_distributeBW","2020-08-12T04:50:17Z","p4_1","1"
"19623","practice_distributeBW","2020-08-12T04:50:17Z","p4_3","1"
"19624","practice_distributeBW","2020-08-12T04:50:21Z","p3_2","23"
"19624","practice_distributeBW","2020-08-12T04:50:21Z","p3_1","23"
"19624","practice_distributeBW","2020-08-12T04:50:21Z","pid","p3"
"19624","practice_distributeBW","2020-08-12T04:50:21Z","pround","0"
"19624","practice_distributeBW","2020-08-12T04:50:21Z","p3_3","9"
"19625","practice_distributeBW","2020-08-12T04:50:23Z","pid","p1"
"19625","practice_distributeBW","2020-08-12T04:50:23Z","pround","0"
"19625","practice_distributeBW","2020-08-12T04:50:23Z","p1_1","20"
"19625","practice_distributeBW","2020-08-12T04:50:23Z","p1_3","11"
"19625","practice_distributeBW","2020-08-12T04:50:23Z","p1_2","20"
"19626","practice_distributeBW","2020-08-12T04:50:23Z","pid","p2"
"19626","practice_distributeBW","2020-08-12T04:50:23Z","pround","1"
"19626","practice_distributeBW","2020-08-12T04:50:23Z","p2_3","1"
"19626","practice_distributeBW","2020-08-12T04:50:23Z","p2_2","1"
"19626","practice_distributeBW","2020-08-12T04:50:23Z","p2_1","1"
"19627","Test1","2020-08-12T04:50:26Z","pid","p4"
"19627","Test1","2020-08-12T04:50:26Z","passed","true"
"19627","Test1","2020-08-12T04:50:26Z","answer","Total Internet (Mbps) you have received."
"19628","practice_distributeBW","2020-08-12T04:50:29Z","pid","p6"
"19628","practice_distributeBW","2020-08-12T04:50:29Z","pround","0"
"19628","practice_distributeBW","2020-08-12T04:50:29Z","p6_3","5"
"19628","practice_distributeBW","2020-08-12T04:50:29Z","p6_2","5"
"19628","practice_distributeBW","2020-08-12T04:50:29Z","p6_1","5"
"19629","Test2","2020-08-12T04:50:30Z","pid","p4"
"19629","Test2","2020-08-12T04:50:30Z","passed","true"
"19629","Test2","2020-08-12T04:50:30Z","answer","You have to make the sharing decision within 90 seconds."
"19630","practice_distributeBW","2020-08-12T04:50:31Z","pid","p3"
"19630","practice_distributeBW","2020-08-12T04:50:31Z","pround","1"
"19630","practice_distributeBW","2020-08-12T04:50:31Z","p3_3","13"
"19630","practice_distributeBW","2020-08-12T04:50:31Z","p3_2","13"
"19630","practice_distributeBW","2020-08-12T04:50:31Z","p3_1","13"
"19631","Test1","2020-08-12T04:50:33Z","pid","p2"
"19631","Test1","2020-08-12T04:50:33Z","passed","true"
"19631","Test1","2020-08-12T04:50:33Z","answer","Total Internet (Mbps) you have received."
"19632","Test3","2020-08-12T04:50:34Z","pid","p4"
"19632","Test3","2020-08-12T04:50:34Z","passed","true"
"19632","Test3","2020-08-12T04:50:34Z","answer","Player 'E' is one of players with whom you can share your Internet."
"19633","PlayerWaiting","2020-08-12T04:50:35Z","pid","p4"
"19634","Test2","2020-08-12T04:50:36Z","pid","p2"
"19634","Test2","2020-08-12T04:50:36Z","passed","true"
"19634","Test2","2020-08-12T04:50:36Z","answer","You have to make the sharing decision within 90 seconds."
"19635","Test3","2020-08-12T04:50:39Z","pid","p2"
"19635","Test3","2020-08-12T04:50:39Z","passed","true"
"19635","Test3","2020-08-12T04:50:39Z","answer","Player 'E' is one of players with whom you can share your Internet."
"19636","practice_distributeBW","2020-08-12T04:50:39Z","pid","p6"
"19636","practice_distributeBW","2020-08-12T04:50:39Z","pround","1"
"19636","practice_distributeBW","2020-08-12T04:50:39Z","p6_3","5"
"19636","practice_distributeBW","2020-08-12T04:50:39Z","p6_2","5"
"19636","practice_distributeBW","2020-08-12T04:50:39Z","p6_1","5"
"19637","PlayerWaiting","2020-08-12T04:50:39Z","pid","p2"
"19638","Test1","2020-08-12T04:50:42Z","passed","true"
"19638","Test1","2020-08-12T04:50:42Z","answer","Total Internet (Mbps) you have received."
"19638","Test1","2020-08-12T04:50:42Z","pid","p3"
"19639","Test2","2020-08-12T04:50:45Z","pid","p3"
"19639","Test2","2020-08-12T04:50:45Z","passed","true"
"19639","Test2","2020-08-12T04:50:45Z","answer","You have to make the sharing decision within 90 seconds."
"19640","practice_distributeBW","2020-08-12T04:50:46Z","p1_3","10"
"19640","practice_distributeBW","2020-08-12T04:50:46Z","p1_2","1"
"19640","practice_distributeBW","2020-08-12T04:50:46Z","pid","p1"
"19640","practice_distributeBW","2020-08-12T04:50:46Z","pround","1"
"19640","practice_distributeBW","2020-08-12T04:50:46Z","p1_1","20"
"19649","Test3","2020-08-12T04:50:49Z","pid","p3"
"19649","Test3","2020-08-12T04:50:49Z","passed","true"
"19649","Test3","2020-08-12T04:50:49Z","answer","Player 'E' is one of players with whom you can share your Internet."
"19650","clientLogIn","2020-08-12T04:50:49Z","clientId","p5"
"19650","clientLogIn","2020-08-12T04:50:49Z","referer","http://yanzuxu.nat300.top/game/193/764/p5/connected"
"19650","clientLogIn","2020-08-12T04:50:49Z","connection","keep-alive"
"19650","clientLogIn","2020-08-12T04:50:49Z","acceptLanguage","en-US,en;q=0.5"
"19650","clientLogIn","2020-08-12T04:50:49Z","acceptEncoding","gzip, deflate"
"19650","clientLogIn","2020-08-12T04:50:49Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:79.0) Gecko/20100101 Firefox/79.0"
"19650","clientLogIn","2020-08-12T04:50:49Z","host","yanzuxu.nat300.top"
"19650","clientLogIn","2020-08-12T04:50:49Z","ipAddress","192.168.31.144"
"19650","clientLogIn","2020-08-12T04:50:49Z","requestURI","/game/193/764/p5/state"
"19651","PlayerWaiting","2020-08-12T04:50:49Z","pid","p3"
"19652","Test1","2020-08-12T04:50:52Z","pid","p6"
"19652","Test1","2020-08-12T04:50:52Z","passed","true"
"19652","Test1","2020-08-12T04:50:52Z","answer","Total Internet (Mbps) you have received."
"19653","Test2","2020-08-12T04:50:55Z","pid","p6"
"19653","Test2","2020-08-12T04:50:55Z","passed","true"
"19653","Test2","2020-08-12T04:50:55Z","answer","You have to make the sharing decision within 90 seconds."
