"id","event","event_date","data_name","data_value"
"21762","clientLogIn","2020-08-12T06:50:04Z","acceptLanguage","zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7"
"21762","clientLogIn","2020-08-12T06:50:04Z","acceptEncoding","gzip, deflate"
"21762","clientLogIn","2020-08-12T06:50:04Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
"21762","clientLogIn","2020-08-12T06:50:04Z","host","yanzuxu.nat300.top"
"21762","clientLogIn","2020-08-12T06:50:04Z","ipAddress","192.168.31.144"
"21762","clientLogIn","2020-08-12T06:50:04Z","requestURI","/game/193/809/p4/state"
"21762","clientLogIn","2020-08-12T06:50:04Z","clientId","p4"
"21762","clientLogIn","2020-08-12T06:50:04Z","referer","http://yanzuxu.nat300.top/game/193/809/p4/connected"
"21762","clientLogIn","2020-08-12T06:50:04Z","connection","keep-alive"
"21763","StartedTutorial","2020-08-12T06:50:05Z","pid","p4"
"21764","clientLogIn","2020-08-12T06:50:11Z","clientId","p2"
"21764","clientLogIn","2020-08-12T06:50:11Z","referer","http://yanzuxu.nat300.top/game/193/809/p2/connected"
"21764","clientLogIn","2020-08-12T06:50:11Z","connection","keep-alive"
"21764","clientLogIn","2020-08-12T06:50:11Z","acceptLanguage","zh-TW,zh;q=0.9,en-US;q=0.8,en;q=0.7,zh-CN;q=0.6"
"21764","clientLogIn","2020-08-12T06:50:11Z","acceptEncoding","gzip, deflate"
"21764","clientLogIn","2020-08-12T06:50:11Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36"
"21764","clientLogIn","2020-08-12T06:50:11Z","host","yanzuxu.nat300.top"
"21764","clientLogIn","2020-08-12T06:50:11Z","ipAddress","192.168.31.144"
"21764","clientLogIn","2020-08-12T06:50:11Z","requestURI","/game/193/809/p2/state"
"21765","StartedTutorial","2020-08-12T06:50:11Z","pid","p2"
"21766","practice_distributeBW","2020-08-12T06:50:15Z","pid","p4"
"21766","practice_distributeBW","2020-08-12T06:50:15Z","pround","0"
"21766","practice_distributeBW","2020-08-12T06:50:15Z","p4_2","2"
"21766","practice_distributeBW","2020-08-12T06:50:15Z","p4_1","2"
"21766","practice_distributeBW","2020-08-12T06:50:15Z","p4_3","2"
"21767","clientLogIn","2020-08-12T06:50:15Z","clientId","p6"
"21767","clientLogIn","2020-08-12T06:50:15Z","referer","http://yanzuxu.nat300.top/game/193/809/p6/connected"
"21767","clientLogIn","2020-08-12T06:50:15Z","connection","keep-alive"
"21767","clientLogIn","2020-08-12T06:50:15Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8"
"21767","clientLogIn","2020-08-12T06:50:15Z","acceptEncoding","gzip, deflate"
"21767","clientLogIn","2020-08-12T06:50:15Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"21767","clientLogIn","2020-08-12T06:50:15Z","host","yanzuxu.nat300.top"
"21767","clientLogIn","2020-08-12T06:50:15Z","ipAddress","192.168.31.144"
"21767","clientLogIn","2020-08-12T06:50:15Z","requestURI","/game/193/809/p6/state"
"21768","StartedTutorial","2020-08-12T06:50:16Z","pid","p6"
"21769","clientLogIn","2020-08-12T06:50:17Z","clientId","p3"
"21769","clientLogIn","2020-08-12T06:50:17Z","referer","http://yanzuxu.nat300.top/game/193/809/p3/connected"
"21769","clientLogIn","2020-08-12T06:50:17Z","connection","keep-alive"
"21769","clientLogIn","2020-08-12T06:50:17Z","acceptLanguage","zh-CN,zh;q=0.9"
"21769","clientLogIn","2020-08-12T06:50:17Z","acceptEncoding","gzip, deflate"
"21769","clientLogIn","2020-08-12T06:50:17Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"21769","clientLogIn","2020-08-12T06:50:17Z","host","yanzuxu.nat300.top"
"21769","clientLogIn","2020-08-12T06:50:17Z","ipAddress","192.168.31.144"
"21769","clientLogIn","2020-08-12T06:50:17Z","requestURI","/game/193/809/p3/state"
"21770","clientLogIn","2020-08-12T06:50:17Z","ipAddress","192.168.31.144"
"21770","clientLogIn","2020-08-12T06:50:17Z","requestURI","/game/193/809/p5/state"
"21770","clientLogIn","2020-08-12T06:50:17Z","clientId","p5"
"21770","clientLogIn","2020-08-12T06:50:17Z","referer","http://yanzuxu.nat300.top/game/193/809/p5/connected"
"21770","clientLogIn","2020-08-12T06:50:17Z","connection","keep-alive"
"21770","clientLogIn","2020-08-12T06:50:17Z","acceptLanguage","en-GB,en;q=0.9,zh-CN;q=0.8,zh-TW;q=0.7,zh;q=0.6,ja;q=0.5"
"21770","clientLogIn","2020-08-12T06:50:17Z","acceptEncoding","gzip, deflate"
"21770","clientLogIn","2020-08-12T06:50:17Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"21770","clientLogIn","2020-08-12T06:50:17Z","host","yanzuxu.nat300.top"
"21771","StartedTutorial","2020-08-12T06:50:18Z","pid","p3"
"21772","StartedTutorial","2020-08-12T06:50:18Z","pid","p5"
"21773","clientLogIn","2020-08-12T06:50:21Z","acceptEncoding","gzip, deflate"
"21773","clientLogIn","2020-08-12T06:50:21Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36"
"21773","clientLogIn","2020-08-12T06:50:21Z","host","yanzuxu.nat300.top"
"21773","clientLogIn","2020-08-12T06:50:21Z","ipAddress","192.168.31.144"
"21773","clientLogIn","2020-08-12T06:50:21Z","requestURI","/game/193/809/p1/state"
"21773","clientLogIn","2020-08-12T06:50:21Z","clientId","p1"
"21773","clientLogIn","2020-08-12T06:50:21Z","referer","http://yanzuxu.nat300.top/game/193/809/p1/connected"
"21773","clientLogIn","2020-08-12T06:50:21Z","connection","keep-alive"
"21773","clientLogIn","2020-08-12T06:50:21Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8,en-US;q=0.7"
"21774","StartedTutorial","2020-08-12T06:50:22Z","pid","p1"
"21775","practice_distributeBW","2020-08-12T06:50:23Z","pid","p4"
"21775","practice_distributeBW","2020-08-12T06:50:23Z","pround","1"
"21775","practice_distributeBW","2020-08-12T06:50:23Z","p4_2","2"
"21775","practice_distributeBW","2020-08-12T06:50:23Z","p4_1","2"
"21775","practice_distributeBW","2020-08-12T06:50:23Z","p4_3","2"
"21776","practice_distributeBW","2020-08-12T06:50:27Z","pid","p2"
"21776","practice_distributeBW","2020-08-12T06:50:27Z","pround","0"
"21776","practice_distributeBW","2020-08-12T06:50:27Z","p2_3","1"
"21776","practice_distributeBW","2020-08-12T06:50:27Z","p2_2","1"
"21776","practice_distributeBW","2020-08-12T06:50:27Z","p2_1","1"
"21777","practice_distributeBW","2020-08-12T06:50:30Z","pid","p5"
"21777","practice_distributeBW","2020-08-12T06:50:30Z","pround","0"
"21777","practice_distributeBW","2020-08-12T06:50:30Z","p5_1","0"
"21777","practice_distributeBW","2020-08-12T06:50:30Z","p5_3","0"
"21777","practice_distributeBW","2020-08-12T06:50:30Z","p5_2","0"
