"id","event","event_date","data_name","data_value"
"19370","clientLogIn","2020-08-12T04:44:10Z","acceptEncoding","gzip, deflate"
"19370","clientLogIn","2020-08-12T04:44:10Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
"19370","clientLogIn","2020-08-12T04:44:10Z","host","yanzuxu.nat300.top"
"19370","clientLogIn","2020-08-12T04:44:10Z","ipAddress","192.168.31.144"
"19370","clientLogIn","2020-08-12T04:44:10Z","requestURI","/game/193/763/p4/state"
"19370","clientLogIn","2020-08-12T04:44:10Z","clientId","p4"
"19370","clientLogIn","2020-08-12T04:44:10Z","referer","http://yanzuxu.nat300.top/game/193/763/p4/connected"
"19370","clientLogIn","2020-08-12T04:44:10Z","connection","keep-alive"
"19370","clientLogIn","2020-08-12T04:44:10Z","acceptLanguage","zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7"
"19371","StartedTutorial","2020-08-12T04:44:11Z","pid","p4"
"19372","clientLogIn","2020-08-12T04:44:14Z","clientId","p5"
"19372","clientLogIn","2020-08-12T04:44:14Z","referer","http://yanzuxu.nat300.top/game/193/763/p5/connected"
"19372","clientLogIn","2020-08-12T04:44:14Z","connection","keep-alive"
"19372","clientLogIn","2020-08-12T04:44:14Z","acceptLanguage","en-US,en;q=0.5"
"19372","clientLogIn","2020-08-12T04:44:14Z","acceptEncoding","gzip, deflate"
"19372","clientLogIn","2020-08-12T04:44:14Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:79.0) Gecko/20100101 Firefox/79.0"
"19372","clientLogIn","2020-08-12T04:44:14Z","host","yanzuxu.nat300.top"
"19372","clientLogIn","2020-08-12T04:44:14Z","ipAddress","192.168.31.144"
"19372","clientLogIn","2020-08-12T04:44:14Z","requestURI","/game/193/763/p5/state"
"19373","StartedTutorial","2020-08-12T04:44:17Z","pid","p5"
"19374","practice_distributeBW","2020-08-12T04:44:19Z","pid","p4"
"19374","practice_distributeBW","2020-08-12T04:44:19Z","pround","0"
"19374","practice_distributeBW","2020-08-12T04:44:19Z","p4_2","2"
"19374","practice_distributeBW","2020-08-12T04:44:19Z","p4_1","2"
"19374","practice_distributeBW","2020-08-12T04:44:19Z","p4_3","2"
"19375","practice_distributeBW","2020-08-12T04:44:27Z","pid","p4"
"19375","practice_distributeBW","2020-08-12T04:44:27Z","pround","1"
"19375","practice_distributeBW","2020-08-12T04:44:27Z","p4_2","2"
"19375","practice_distributeBW","2020-08-12T04:44:27Z","p4_1","2"
"19375","practice_distributeBW","2020-08-12T04:44:27Z","p4_3","2"
"19376","clientLogIn","2020-08-12T04:44:29Z","clientId","p1"
"19376","clientLogIn","2020-08-12T04:44:29Z","referer","http://yanzuxu.nat300.top/game/193/763/p1/connected"
"19376","clientLogIn","2020-08-12T04:44:29Z","connection","keep-alive"
"19376","clientLogIn","2020-08-12T04:44:29Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8,en-US;q=0.7"
"19376","clientLogIn","2020-08-12T04:44:29Z","acceptEncoding","gzip, deflate"
"19376","clientLogIn","2020-08-12T04:44:29Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36"
"19376","clientLogIn","2020-08-12T04:44:29Z","host","yanzuxu.nat300.top"
"19376","clientLogIn","2020-08-12T04:44:29Z","ipAddress","192.168.31.144"
"19376","clientLogIn","2020-08-12T04:44:29Z","requestURI","/game/193/763/p1/state"
"19377","StartedTutorial","2020-08-12T04:44:29Z","pid","p1"
"19378","practice_distributeBW","2020-08-12T04:44:33Z","pid","p5"
"19378","practice_distributeBW","2020-08-12T04:44:33Z","pround","0"
"19378","practice_distributeBW","2020-08-12T04:44:33Z","p5_1","20"
"19378","practice_distributeBW","2020-08-12T04:44:33Z","p5_3","18"
"19378","practice_distributeBW","2020-08-12T04:44:33Z","p5_2","20"
"19379","clientLogIn","2020-08-12T04:44:35Z","ipAddress","192.168.31.144"
"19379","clientLogIn","2020-08-12T04:44:35Z","requestURI","/game/193/763/p2/state"
"19379","clientLogIn","2020-08-12T04:44:35Z","clientId","p2"
"19379","clientLogIn","2020-08-12T04:44:35Z","referer","http://yanzuxu.nat300.top/game/193/763/p2/connected"
"19379","clientLogIn","2020-08-12T04:44:35Z","connection","keep-alive"
"19379","clientLogIn","2020-08-12T04:44:35Z","acceptLanguage","zh-TW,zh;q=0.9,en-US;q=0.8,en;q=0.7,zh-CN;q=0.6"
"19379","clientLogIn","2020-08-12T04:44:35Z","acceptEncoding","gzip, deflate"
"19379","clientLogIn","2020-08-12T04:44:35Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36"
"19379","clientLogIn","2020-08-12T04:44:35Z","host","yanzuxu.nat300.top"
"19380","Test1","2020-08-12T04:44:36Z","pid","p4"
"19380","Test1","2020-08-12T04:44:36Z","passed","true"
"19380","Test1","2020-08-12T04:44:36Z","answer","Total Internet (Mbps) you have received."
"19393","StartedTutorial","2020-08-12T04:44:36Z","pid","p2"
"19394","clientLogIn","2020-08-12T04:44:38Z","clientId","p6"
"19394","clientLogIn","2020-08-12T04:44:38Z","referer","http://yanzuxu.nat300.top/game/193/763/p6/connected"
"19394","clientLogIn","2020-08-12T04:44:38Z","connection","keep-alive"
"19394","clientLogIn","2020-08-12T04:44:38Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8"
"19394","clientLogIn","2020-08-12T04:44:38Z","acceptEncoding","gzip, deflate"
"19394","clientLogIn","2020-08-12T04:44:38Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"19394","clientLogIn","2020-08-12T04:44:38Z","host","yanzuxu.nat300.top"
"19394","clientLogIn","2020-08-12T04:44:38Z","ipAddress","192.168.31.144"
