"id","event","event_date","data_name","data_value"
"20092","clientLogIn","2020-08-12T05:59:55Z","clientId","p3"
"20092","clientLogIn","2020-08-12T05:59:55Z","referer","http://yanzuxu.nat300.top/game/193/802/p3/connected"
"20092","clientLogIn","2020-08-12T05:59:55Z","connection","keep-alive"
"20092","clientLogIn","2020-08-12T05:59:55Z","acceptLanguage","zh-CN,zh;q=0.9"
"20092","clientLogIn","2020-08-12T05:59:55Z","acceptEncoding","gzip, deflate"
"20092","clientLogIn","2020-08-12T05:59:55Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"20092","clientLogIn","2020-08-12T05:59:55Z","host","yanzuxu.nat300.top"
"20092","clientLogIn","2020-08-12T05:59:55Z","ipAddress","192.168.31.144"
"20092","clientLogIn","2020-08-12T05:59:55Z","requestURI","/game/193/802/p3/state"
"20093","StartedTutorial","2020-08-12T05:59:58Z","pid","p3"
"20094","clientLogIn","2020-08-12T05:59:58Z","clientId","p4"
"20094","clientLogIn","2020-08-12T05:59:58Z","referer","http://yanzuxu.nat300.top/game/193/802/p4/connected"
"20094","clientLogIn","2020-08-12T05:59:58Z","connection","keep-alive"
"20094","clientLogIn","2020-08-12T05:59:58Z","acceptLanguage","zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7"
"20094","clientLogIn","2020-08-12T05:59:58Z","acceptEncoding","gzip, deflate"
"20094","clientLogIn","2020-08-12T05:59:58Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
"20094","clientLogIn","2020-08-12T05:59:58Z","host","yanzuxu.nat300.top"
"20094","clientLogIn","2020-08-12T05:59:58Z","ipAddress","192.168.31.144"
"20094","clientLogIn","2020-08-12T05:59:58Z","requestURI","/game/193/802/p4/state"
"20095","clientLogIn","2020-08-12T05:59:59Z","clientId","p6"
"20095","clientLogIn","2020-08-12T05:59:59Z","referer","http://yanzuxu.nat300.top/game/193/802/p6/connected"
"20095","clientLogIn","2020-08-12T05:59:59Z","connection","keep-alive"
"20095","clientLogIn","2020-08-12T05:59:59Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8"
"20095","clientLogIn","2020-08-12T05:59:59Z","acceptEncoding","gzip, deflate"
"20095","clientLogIn","2020-08-12T05:59:59Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"20095","clientLogIn","2020-08-12T05:59:59Z","host","yanzuxu.nat300.top"
"20095","clientLogIn","2020-08-12T05:59:59Z","ipAddress","192.168.31.144"
"20095","clientLogIn","2020-08-12T05:59:59Z","requestURI","/game/193/802/p6/state"
"20096","StartedTutorial","2020-08-12T06:00:00Z","pid","p4"
"20101","StartedTutorial","2020-08-12T06:00:00Z","pid","p6"
"20102","clientLogIn","2020-08-12T06:00:06Z","host","yanzuxu.nat300.top"
"20102","clientLogIn","2020-08-12T06:00:06Z","ipAddress","192.168.31.144"
"20102","clientLogIn","2020-08-12T06:00:06Z","requestURI","/game/193/802/p2/state"
"20102","clientLogIn","2020-08-12T06:00:06Z","clientId","p2"
"20102","clientLogIn","2020-08-12T06:00:06Z","referer","http://yanzuxu.nat300.top/game/193/802/p2/connected"
"20102","clientLogIn","2020-08-12T06:00:06Z","connection","keep-alive"
"20102","clientLogIn","2020-08-12T06:00:06Z","acceptLanguage","zh-TW,zh;q=0.9,en-US;q=0.8,en;q=0.7,zh-CN;q=0.6"
"20102","clientLogIn","2020-08-12T06:00:06Z","acceptEncoding","gzip, deflate"
"20102","clientLogIn","2020-08-12T06:00:06Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36"
"20103","StartedTutorial","2020-08-12T06:00:07Z","pid","p2"
"20104","practice_distributeBW","2020-08-12T06:00:08Z","pid","p4"
"20104","practice_distributeBW","2020-08-12T06:00:08Z","pround","0"
"20104","practice_distributeBW","2020-08-12T06:00:08Z","p4_2","2"
"20104","practice_distributeBW","2020-08-12T06:00:08Z","p4_1","2"
"20104","practice_distributeBW","2020-08-12T06:00:08Z","p4_3","2"
"20105","practice_distributeBW","2020-08-12T06:00:14Z","pid","p3"
"20105","practice_distributeBW","2020-08-12T06:00:14Z","pround","0"
"20105","practice_distributeBW","2020-08-12T06:00:14Z","p3_3","21"
"20105","practice_distributeBW","2020-08-12T06:00:14Z","p3_2","12"
"20105","practice_distributeBW","2020-08-12T06:00:14Z","p3_1","23"
"20106","practice_distributeBW","2020-08-12T06:00:16Z","pid","p4"
"20106","practice_distributeBW","2020-08-12T06:00:16Z","pround","1"
"20106","practice_distributeBW","2020-08-12T06:00:16Z","p4_2","2"
"20106","practice_distributeBW","2020-08-12T06:00:16Z","p4_1","2"
"20106","practice_distributeBW","2020-08-12T06:00:16Z","p4_3","2"
"20107","clientLogIn","2020-08-12T06:00:17Z","clientId","p1"
"20107","clientLogIn","2020-08-12T06:00:17Z","referer","http://yanzuxu.nat300.top/game/193/802/p1/connected"
"20107","clientLogIn","2020-08-12T06:00:17Z","connection","keep-alive"
"20107","clientLogIn","2020-08-12T06:00:17Z","acceptLanguage","zh-CN,zh;q=0.9,en;q=0.8,en-US;q=0.7"
"20107","clientLogIn","2020-08-12T06:00:17Z","acceptEncoding","gzip, deflate"
"20107","clientLogIn","2020-08-12T06:00:17Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36"
"20107","clientLogIn","2020-08-12T06:00:17Z","host","yanzuxu.nat300.top"
"20107","clientLogIn","2020-08-12T06:00:17Z","ipAddress","192.168.31.144"
"20107","clientLogIn","2020-08-12T06:00:17Z","requestURI","/game/193/802/p1/state"
"20108","clientLogIn","2020-08-12T06:00:18Z","clientId","p5"
"20108","clientLogIn","2020-08-12T06:00:18Z","referer","http://yanzuxu.nat300.top/game/193/802/p5/connected"
"20108","clientLogIn","2020-08-12T06:00:18Z","connection","keep-alive"
"20108","clientLogIn","2020-08-12T06:00:18Z","acceptLanguage","en-GB,en;q=0.9,zh-CN;q=0.8,zh-TW;q=0.7,zh;q=0.6,ja;q=0.5"
"20108","clientLogIn","2020-08-12T06:00:18Z","acceptEncoding","gzip, deflate"
"20108","clientLogIn","2020-08-12T06:00:18Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"20108","clientLogIn","2020-08-12T06:00:18Z","host","yanzuxu.nat300.top"
"20108","clientLogIn","2020-08-12T06:00:18Z","ipAddress","192.168.31.144"
"20108","clientLogIn","2020-08-12T06:00:18Z","requestURI","/game/193/802/p5/state"
"20109","StartedTutorial","2020-08-12T06:00:18Z","pid","p1"
"20110","StartedTutorial","2020-08-12T06:00:19Z","pid","p5"
"20111","practice_distributeBW","2020-08-12T06:00:21Z","pid","p6"
"20111","practice_distributeBW","2020-08-12T06:00:21Z","pround","0"
"20111","practice_distributeBW","2020-08-12T06:00:21Z","p6_3","5"
"20111","practice_distributeBW","2020-08-12T06:00:21Z","p6_2","5"
"20111","practice_distributeBW","2020-08-12T06:00:21Z","p6_1","5"
"20112","practice_distributeBW","2020-08-12T06:00:23Z","pid","p3"
"20112","practice_distributeBW","2020-08-12T06:00:23Z","pround","1"
"20112","practice_distributeBW","2020-08-12T06:00:23Z","p3_3","13"
"20112","practice_distributeBW","2020-08-12T06:00:23Z","p3_2","21"
"20112","practice_distributeBW","2020-08-12T06:00:23Z","p3_1","21"
"20113","Test1","2020-08-12T06:00:25Z","pid","p4"
"20113","Test1","2020-08-12T06:00:25Z","passed","true"
"20113","Test1","2020-08-12T06:00:25Z","answer","Total Internet (Mbps) you have received."
"20114","practice_distributeBW","2020-08-12T06:00:26Z","p2_1","1"
"20114","practice_distributeBW","2020-08-12T06:00:26Z","pid","p2"
"20114","practice_distributeBW","2020-08-12T06:00:26Z","pround","0"
"20114","practice_distributeBW","2020-08-12T06:00:26Z","p2_3","1"
"20114","practice_distributeBW","2020-08-12T06:00:26Z","p2_2","1"
"20115","Test2","2020-08-12T06:00:28Z","pid","p4"
"20115","Test2","2020-08-12T06:00:28Z","passed","true"
"20115","Test2","2020-08-12T06:00:28Z","answer","You have to make the sharing decision within 90 seconds."
"20116","Test3","2020-08-12T06:00:30Z","pid","p4"
"20116","Test3","2020-08-12T06:00:30Z","passed","true"
"20116","Test3","2020-08-12T06:00:30Z","answer","Player 'E' is one of players with whom you can share your Internet."
"20117","PlayerWaiting","2020-08-12T06:00:31Z","pid","p4"
"20118","practice_distributeBW","2020-08-12T06:00:31Z","pid","p6"
"20118","practice_distributeBW","2020-08-12T06:00:31Z","pround","1"
"20118","practice_distributeBW","2020-08-12T06:00:31Z","p6_3","5"
"20118","practice_distributeBW","2020-08-12T06:00:31Z","p6_2","20"
"20118","practice_distributeBW","2020-08-12T06:00:31Z","p6_1","5"
"20119","practice_distributeBW","2020-08-12T06:00:32Z","pid","p5"
"20119","practice_distributeBW","2020-08-12T06:00:32Z","pround","0"
"20119","practice_distributeBW","2020-08-12T06:00:32Z","p5_1","0"
"20119","practice_distributeBW","2020-08-12T06:00:32Z","p5_3","0"
"20119","practice_distributeBW","2020-08-12T06:00:32Z","p5_2","0"
"20120","Test1","2020-08-12T06:00:34Z","pid","p3"
"20120","Test1","2020-08-12T06:00:34Z","passed","true"
"20120","Test1","2020-08-12T06:00:34Z","answer","Total Internet (Mbps) you have received."
"20129","practice_distributeBW","2020-08-12T06:00:37Z","pid","p2"
"20129","practice_distributeBW","2020-08-12T06:00:37Z","pround","1"
"20129","practice_distributeBW","2020-08-12T06:00:37Z","p2_3","1"
"20129","practice_distributeBW","2020-08-12T06:00:37Z","p2_2","1"
"20129","practice_distributeBW","2020-08-12T06:00:37Z","p2_1","1"
"20130","Test2","2020-08-12T06:00:38Z","pid","p3"
"20130","Test2","2020-08-12T06:00:38Z","passed","true"
"20130","Test2","2020-08-12T06:00:38Z","answer","You have to make the sharing decision within 90 seconds."
"20131","Test3","2020-08-12T06:00:41Z","pid","p3"
"20131","Test3","2020-08-12T06:00:41Z","passed","true"
"20131","Test3","2020-08-12T06:00:41Z","answer","Player 'E' is one of players with whom you can share your Internet."
"20132","Test1","2020-08-12T06:00:42Z","pid","p6"
"20132","Test1","2020-08-12T06:00:42Z","passed","true"
"20132","Test1","2020-08-12T06:00:42Z","answer","Total Internet (Mbps) you have received."
"20133","PlayerWaiting","2020-08-12T06:00:42Z","pid","p3"
"20134","practice_distributeBW","2020-08-12T06:00:42Z","pid","p5"
"20134","practice_distributeBW","2020-08-12T06:00:42Z","pround","1"
"20134","practice_distributeBW","2020-08-12T06:00:42Z","p5_1","10"
"20134","practice_distributeBW","2020-08-12T06:00:42Z","p5_3","58"
