"id","event","event_date","data_name","data_value"
"21278","clientLogIn","2020-08-12T06:36:18Z","requestURI","/game/193/807/p4/state"
"21278","clientLogIn","2020-08-12T06:36:18Z","clientId","p4"
"21278","clientLogIn","2020-08-12T06:36:18Z","referer","http://yanzuxu.nat300.top/game/193/807/p4/connected"
"21278","clientLogIn","2020-08-12T06:36:18Z","connection","keep-alive"
"21278","clientLogIn","2020-08-12T06:36:18Z","acceptLanguage","zh-CN,zh;q=0.9,en-US;q=0.8,en;q=0.7"
"21278","clientLogIn","2020-08-12T06:36:18Z","acceptEncoding","gzip, deflate"
"21278","clientLogIn","2020-08-12T06:36:18Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
"21278","clientLogIn","2020-08-12T06:36:18Z","host","yanzuxu.nat300.top"
"21278","clientLogIn","2020-08-12T06:36:18Z","ipAddress","192.168.31.144"
"21279","StartedTutorial","2020-08-12T06:36:21Z","pid","p4"
"21280","clientLogIn","2020-08-12T06:36:29Z","clientId","p3"
"21280","clientLogIn","2020-08-12T06:36:29Z","referer","http://yanzuxu.nat300.top/game/193/807/p3/connected"
"21280","clientLogIn","2020-08-12T06:36:29Z","connection","keep-alive"
"21280","clientLogIn","2020-08-12T06:36:29Z","acceptLanguage","zh-CN,zh;q=0.9"
"21280","clientLogIn","2020-08-12T06:36:29Z","acceptEncoding","gzip, deflate"
"21280","clientLogIn","2020-08-12T06:36:29Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
"21280","clientLogIn","2020-08-12T06:36:29Z","host","yanzuxu.nat300.top"
"21280","clientLogIn","2020-08-12T06:36:29Z","ipAddress","192.168.31.144"
"21280","clientLogIn","2020-08-12T06:36:29Z","requestURI","/game/193/807/p3/state"
"21281","clientLogIn","2020-08-12T06:36:30Z","clientId","p2"
"21281","clientLogIn","2020-08-12T06:36:30Z","referer","http://yanzuxu.nat300.top/game/193/807/p2/connected"
"21281","clientLogIn","2020-08-12T06:36:30Z","connection","keep-alive"
"21281","clientLogIn","2020-08-12T06:36:30Z","acceptLanguage","zh-TW,zh;q=0.9,en-US;q=0.8,en;q=0.7,zh-CN;q=0.6"
"21281","clientLogIn","2020-08-12T06:36:30Z","acceptEncoding","gzip, deflate"
"21281","clientLogIn","2020-08-12T06:36:30Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36"
"21281","clientLogIn","2020-08-12T06:36:30Z","host","yanzuxu.nat300.top"
"21281","clientLogIn","2020-08-12T06:36:30Z","ipAddress","192.168.31.144"
"21281","clientLogIn","2020-08-12T06:36:30Z","requestURI","/game/193/807/p2/state"
"21282","StartedTutorial","2020-08-12T06:36:30Z","pid","p3"
"21283","practice_distributeBW","2020-08-12T06:36:34Z","pid","p4"
"21283","practice_distributeBW","2020-08-12T06:36:34Z","pround","0"
